What Maisie Knew,https://www.ekkofilm.dk/anmeldelser/what-maisie-knew/
Håbets land,https://www.ekkofilm.dk/anmeldelser/habets-land/
Rush,https://www.ekkofilm.dk/anmeldelser/rush/
Nattens dæmoner,https://www.ekkofilm.dk/anmeldelser/nattens-daemoner/
Dren­ge­lej­ren,https://www.ekkofilm.dk/anmeldelser/drengelejren/
Julian Schnabel – 5 Films / 15 Years,https://www.ekkofilm.dk/anmeldelser/julian-schnabel-5-films-15-years/
Jobs,https://www.ekkofilm.dk/anmeldelser/jobs/
Den store skønhed,https://www.ekkofilm.dk/anmeldelser/den-store-skonhed/
Pain & Gain,https://www.ekkofilm.dk/anmeldelser/pain-gain/
Kick-Ass 2,https://www.ekkofilm.dk/anmeldelser/kick-ass-2/
Spies & Glistrup,https://www.ekkofilm.dk/anmeldelser/spies-glistrup/
Samsara,https://www.ekkofilm.dk/anmeldelser/samsara/
Meteora,https://www.ekkofilm.dk/anmeldelser/meteora/
Do­ku­men­tar­kon­cert med Scenatet: Niels Rønsholdt,https://www.ekkofilm.dk/anmeldelser/dokumentarkoncert-med-scenatet-niels-ronsholdt/
Riddick,https://www.ekkofilm.dk/anmeldelser/riddick/
Fly­ve­ma­ski­ner,https://www.ekkofilm.dk/anmeldelser/flyvemaskiner/
Mor og søn,https://www.ekkofilm.dk/anmeldelser/mor-og-son/
Diana,https://www.ekkofilm.dk/anmeldelser/diana/
Broen II,https://www.ekkofilm.dk/anmeldelser/broen-ii/
Pieta,https://www.ekkofilm.dk/anmeldelser/pieta/
The Butler,https://www.ekkofilm.dk/anmeldelser/butler/
White House Down,https://www.ekkofilm.dk/anmeldelser/white-house-down/
Spise sove dø,https://www.ekkofilm.dk/anmeldelser/spise-sove-do/
Per Kirkeby. Vin­ter­bil­le­de.,https://www.ekkofilm.dk/anmeldelser/kirkeby-vinterbillede/
The Grand­mas­ter,https://www.ekkofilm.dk/anmeldelser/grandmaster/
Betties tur,https://www.ekkofilm.dk/anmeldelser/betties-tur/
Escape Plan,https://www.ekkofilm.dk/anmeldelser/escape-plan/
Olsen Banden på dybt vand,https://www.ekkofilm.dk/anmeldelser/olsen-banden-pa-dybt-vand/
2 Guns,https://www.ekkofilm.dk/anmeldelser/2-guns/
About Time,https://www.ekkofilm.dk/anmeldelser/about-time/
Dybet,https://www.ekkofilm.dk/anmeldelser/dybet/
Turbo,https://www.ekkofilm.dk/anmeldelser/turbo/
Perfect Mothers,https://www.ekkofilm.dk/anmeldelser/perfect-mothers/
Cykeltur med Molière,https://www.ekkofilm.dk/anmeldelser/cykeltur-med-moliere/
Kvinden i buret,https://www.ekkofilm.dk/anmeldelser/kvinden-i-buret/
Antboy,https://www.ekkofilm.dk/anmeldelser/antboy/
Sepideh,https://www.ekkofilm.dk/anmeldelser/sepideh/
Frances Ha,https://www.ekkofilm.dk/anmeldelser/frances-ha/
Thor: The Dark World,https://www.ekkofilm.dk/anmeldelser/thor-dark-world/
Carrie,https://www.ekkofilm.dk/anmeldelser/carrie/
Tarok,https://www.ekkofilm.dk/anmeldelser/tarok/
Cloud Chamber,https://www.ekkofilm.dk/anmeldelser/cloud-chamber/
Jackass Presents: Bad Grandpa,https://www.ekkofilm.dk/anmeldelser/jackass-presents-bad-grandpa/
Captain Philips,https://www.ekkofilm.dk/anmeldelser/captain-philips/
What Richard Did,https://www.ekkofilm.dk/anmeldelser/what-richard-did/
Mit liv med Liberace,https://www.ekkofilm.dk/anmeldelser/mit-liv-med-liberace/
Farvel til mafiaen,https://www.ekkofilm.dk/anmeldelser/farvel-til-mafiaen/
This Is the End,https://www.ekkofilm.dk/anmeldelser/end/
Reaching for the Moon,https://www.ekkofilm.dk/anmeldelser/reaching-moon/
The Counselor,https://www.ekkofilm.dk/anmeldelser/counse/
Sorg og glæde,https://www.ekkofilm.dk/anmeldelser/sorg-og-glaede/
Shirley & Hinda,https://www.ekkofilm.dk/anmeldelser/shirley-hinda/
The Missing Picture,https://www.ekkofilm.dk/anmeldelser/missing-picture/
Drømmen om en familie,https://www.ekkofilm.dk/anmeldelser/drommen-om-en-familie/
De udvalgte,https://www.ekkofilm.dk/anmeldelser/de-udvalgte/
Don Jon,https://www.ekkofilm.dk/anmeldelser/don-jon/
En nuance af blå,https://www.ekkofilm.dk/anmeldelser/en-nuance-af-bla/
The Fifth Estate,https://www.ekkofilm.dk/anmeldelser/fifth-estate/
Gravity,https://www.ekkofilm.dk/anmeldelser/gravity/
Ai Weiwei the Fake Case,https://www.ekkofilm.dk/anmeldelser/ai-weiwei-fake-case/
The Broken Circle Breakdown,https://www.ekkofilm.dk/anmeldelser/broken-circle-breakdown/
Jul i Bak­ke­kø­bing,https://www.ekkofilm.dk/anmeldelser/jul-i-bakkekobing/
You’re Next,https://www.ekkofilm.dk/anmeldelser/youre-next/
Philomena,https://www.ekkofilm.dk/anmeldelser/philomena/
Ernest & Celestine,https://www.ekkofilm.dk/anmeldelser/ernest-og-celestine/
Dom over død mand,https://www.ekkofilm.dk/anmeldelser/dom-over-dod-mand/
Tal R – The Virgin,https://www.ekkofilm.dk/anmeldelser/tal-r-virgin/
The Spirit of ’45,https://www.ekkofilm.dk/anmeldelser/spirit-45/
Lovelace,https://www.ekkofilm.dk/anmeldelser/lovelace/
Mud,https://www.ekkofilm.dk/anmeldelser/mud/
The Hunger Games: Catching Fire,https://www.ekkofilm.dk/anmeldelser/hunger-games-catching-fire/
Thanks for Sharing,https://www.ekkofilm.dk/anmeldelser/thanks-sharing/
The World’s End,https://www.ekkofilm.dk/anmeldelser/worlds-end/
Borgman,https://www.ekkofilm.dk/anmeldelser/borgman/
A Late Quartet,https://www.ekkofilm.dk/anmeldelser/late-quartet/
Walking with Dinosaurs,https://www.ekkofilm.dk/anmeldelser/walking-dinosaurs/
Gloria,https://www.ekkofilm.dk/anmeldelser/gloria/
Hobbitten: Dragen Smaugs ødemark,https://www.ekkofilm.dk/anmeldelser/hobbitten-dragen-smaugs-odemark/
Oldboy,https://www.ekkofilm.dk/anmeldelser/oldboy/
Prisoners,https://www.ekkofilm.dk/anmeldelser/prisoners/
This Is Not a Film,https://www.ekkofilm.dk/anmeldelser/not-film/
I kær­lig­he­dens navn,https://www.ekkofilm.dk/anmeldelser/i-kaerlighedens-navn/
Adèles liv – kapitel 1 & 2,https://www.ekkofilm.dk/anmeldelser/adeles-liv-kapitel-1-2/
Ender’s Game,https://www.ekkofilm.dk/anmeldelser/enders-game/
Under regnbuen,https://www.ekkofilm.dk/anmeldelser/under-regnbuen/
True Detective,https://www.ekkofilm.dk/anmeldelser/true-detective/
The Wolf of Wall Street,https://www.ekkofilm.dk/anmeldelser/wolf-wall-street/
Delivery Man,https://www.ekkofilm.dk/anmeldelser/delivery-man/
Alt er i billedet – om Jørgen Leths film,https://www.ekkofilm.dk/anmeldelser/alt-er-i-billedet/
Ar­vin­ger­ne,https://www.ekkofilm.dk/anmeldelser/arvingerne/
Fruitvale Station,https://www.ekkofilm.dk/anmeldelser/fruitvale-station/
Nym­pho­ma­ni­ac,https://www.ekkofilm.dk/anmeldelser/nymphomaniac/
The Secret Life of Walter Mitty,https://www.ekkofilm.dk/anmeldelser/secret-life-walter-mitty/
Den hund­redåri­ge,https://www.ekkofilm.dk/anmeldelser/den-hundredarige/
Frost,https://www.ekkofilm.dk/anmeldelser/frost/
Hokus Pokus Alfons Åberg,https://www.ekkofilm.dk/anmeldelser/hokus-pokus-alfons-aberg/
Justin Bieber’s Believe,https://www.ekkofilm.dk/anmeldelser/justin-biebers-believe/
Livets blomst,https://www.ekkofilm.dk/anmeldelser/livets-blomst/
Den grønne cykel,https://www.ekkofilm.dk/anmeldelser/den-gronne-cykel/
Emil og Ida fra Lønneberg,https://www.ekkofilm.dk/anmeldelser/emil-og-ida-fra-lonneberg/
Mandela: Vejen til frihed,https://www.ekkofilm.dk/anmeldelser/mandela-vejen-til-frihed/
American Hustle,https://www.ekkofilm.dk/anmeldelser/american-hustle/
Blan­ca­nie­ves,https://www.ekkofilm.dk/anmeldelser/blancanieves/
Jack Ryan,https://www.ekkofilm.dk/anmeldelser/jack-ryan/
One Chance,https://www.ekkofilm.dk/anmeldelser/one-chance/
